Date,covestro
1/5/2024,52.58000183
1/8/2024,51.84000015
1/9/2024,51.29999924
1/10/2024,50.38000107
1/11/2024,49.79000092
1/12/2024,49.22000122
1/15/2024,48.93999863
1/16/2024,48.25999832
1/17/2024,48
1/18/2024,47.93999863
1/19/2024,47.29000092
1/22/2024,47.65999985
1/23/2024,47.5
1/24/2024,47.81999969
1/25/2024,47.84000015
1/26/2024,49.22000122
1/29/2024,49.02000046
1/30/2024,49.20999908
1/31/2024,49.08000183
2/1/2024,47.75
2/2/2024,47
2/5/2024,47.31999969
2/6/2024,48.25
2/7/2024,47.77999878
2/8/2024,47.95000076
2/9/2024,48.20000076
2/12/2024,49.20000076
2/13/2024,48.70000076
2/14/2024,48.75
2/15/2024,48.77999878
2/16/2024,48.16999817
2/19/2024,46.97999954
2/20/2024,47.84999847
2/21/2024,47.56999969
2/22/2024,49.83000183
2/23/2024,50
2/26/2024,50.08000183
2/27/2024,49.95999908
2/28/2024,49.43000031
2/29/2024,50.29999924
3/1/2024,50.41999817
3/4/2024,49.36000061
3/5/2024,48.77000046
3/6/2024,48.33000183
3/7/2024,48.20999908
3/8/2024,49.11000061
3/11/2024,48.15000153
3/12/2024,49.22000122
3/13/2024,48.65999985
3/14/2024,47.97999954
3/15/2024,47.90999985
3/18/2024,48.40000153
3/19/2024,48.93999863
3/20/2024,49.99000168
3/21/2024,49.90999985
3/22/2024,50.58000183
3/25/2024,50.65999985
3/26/2024,49.90999985
3/27/2024,50.24000168
